Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Dietary Fats,D004041,,COVID-19,MESH:D000086382,,ABO|ACE2|AGT|BCL11A|CCL2|CCL3|CCR2|CRP|CSF3|CXCL10|CXCL8|FUT2|HCK|IFNAR2|IL10|IL1B|IL2|IL6|IL7|OAS1|PLSCR1|SELE|TMEM106B|TNF,15.74,27
Vitamin B 12,D014805,68-19-9,COVID-19,MESH:D000086382,,CCL2|CRP|FUT2|IL1B|IL6|TNF,15.72,6
tempol,C001803,2226-96-2,COVID-19,MESH:D000086382,,AGT|IL10|IL1B|IL6|TNF,15.70,6
neferine,C057222,2292-16-2,COVID-19,MESH:D000086382,,AGT|IL1B|IL6|TNF,15.69,6
peoniflorin,C015423,23180-57-6,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,15.69,5
obeticholic acid,C464660,,COVID-19,MESH:D000086382,,CCL2|CRP|IL10|IL1B|IL6|TNF|TYK2,15.67,6
Naloxone,D009270,465-65-6,COVID-19,MESH:D000086382,,AGT|CCL2|IL1B|IL2|IL6|TNF,15.66,6
8-Bromo Cyclic Adenosine Monophosphate,D015124,23583-48-4,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|MUC1|TNF,15.65,22
Verteporfin,D000077362,129497-78-5,COVID-19,MESH:D000086382,,CCL2|CSF3|IL6|TNF,15.63,5
bromodichloromethane,C025191,75-27-4,COVID-19,MESH:D000086382,,CCL2|IL1B|IL2|TNF,15.61,2
saikosaponin D,C025759,,COVID-19,MESH:D000086382,,CCL2|IL10|IL2|IL6|TNF,15.61,5
epigallocatechin gallate,C045651,989-51-5,COVID-19,MESH:D000086382,,CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL10RB|IL1B|IL2|IL6|IL7|OAS1|SELE|TNF|UGCG,15.60,8
ICI 118551,C026777,72795-19-8,COVID-19,MESH:D000086382,,AGT|CXCL8|IL6|TNF,15.60,6
3-(indol-3-yl)propionic acid,C095446,,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,15.59,5
Cefoxitin,D002440,35607-66-0,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,15.59,5
2-aminoethyl diphenylborinate,C538758,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,15.58,5
Grape Seed Extract,D056604,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.58,5
Iron Compounds,D058085,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.58,5
estradiol 3-benzoate,C074283,50-50-0,COVID-19,MESH:D000086382,,ACE2|BTK|CCL2|CCL3|HCK|ICAM5|IL10|IL1B|IL2RA|SELE|TNF,15.56,22
Propidium,D011419,36015-30-2,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8,15.56,2
Alkalies,D000468,,COVID-19,MESH:D000086382,,IL10|IL2|IL6,15.53,5
Enalaprilat,D015773,84680-54-6,COVID-19,MESH:D000086382,,AGT|CCL2|IL10|TNF,15.53,3
Fludrocortisone,D005438,127-31-1,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B,15.53,3
Adenosine,D000241,58-61-7,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL2|TNF,15.52,3
dechlorane 602,C556733,,COVID-19,MESH:D000086382,,IL10|IL2|TNF,15.51,2
FR 167653,C104334,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2,15.51,3
Sulfur Dioxide,D013458,7446-09-5,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL2|IL6|TNF,15.51,5
galangin,C037032,548-83-4,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|SELE|TNF,15.47,6
4-(acetoxymethylnitrosamino)-1-(3-pyridyl)-1-butanone,C081510,127686-49-1,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6,15.46,5
geraniol,C007836,624-15-7,COVID-19,MESH:D000086382,,BCL11A|CRP|CXCL8|IL10|IL1B|IL6|LZTFL1|TNF,15.46,8
lipopeptidophosphoglycan,C014643,,COVID-19,MESH:D000086382,,CXCL8|IL10|TNF,15.46,2
silychristin,C015504,33889-69-9,COVID-19,MESH:D000086382,,IL1B|IL2|TNF,15.46,2
"5,7-dihydroxy-3-(3-hydroxy-4-methoxybenzyl)-6-methoxychroman-4-one",C524883,,COVID-19,MESH:D000086382,,CCL2|CXCL8|TNF,15.45,2
Biological Factors,D001685,,COVID-19,MESH:D000086382,,CSF3|IFNAR2|IL10|IL1B|IL6|TNF,15.44,6
asperuloside,C077956,14259-45-1,COVID-19,MESH:D000086382,,IL10|IL6|TNF,15.43,5
ginsan,C111520,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6,15.43,5
Methylmercury Compounds,D008767,,COVID-19,MESH:D000086382,,AGT|BCL11A|BSG|CCL2|CCL3|CCR2|IL1B|IL2|IL6|TNF|TYK2,15.43,9
methyl palmitate,C019012,112-39-0,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,15.43,3
trimethyltin hydroxide,C037718,,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,15.43,3
Xylenes,D014992,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL6|TNF,15.43,5
"3,4,3',4'-tetrachlorobiphenyl",C028451,,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|IL1B|IL6|SELE|TMEM106B|TNF,15.42,8
lanifibranor,C000619516,,COVID-19,MESH:D000086382,,CCL2|IL1B|TNF,15.42,2
(R)-2-(3-((benzoxazol-2-yl-d4 (3-(4-methoxyphenoxy-d7)propyl)amino)methyl)phenoxy) butanoic acid,C540740,,COVID-19,MESH:D000086382,,CCL2|IL1B|TNF,15.42,2
4'-methoxychalcone,C097470,959-23-9,COVID-19,MESH:D000086382,,CCL2|IL6|TNF,15.41,5
acrylic acid,C036658,79-10-7,COVID-19,MESH:D000086382,,CCL2|IL6|TNF,15.41,5
IMMLG5521,C561127,,COVID-19,MESH:D000086382,,CXCL8|IL1B|TNF,15.41,3
gastrodin,C045345,62499-27-8,COVID-19,MESH:D000086382,,IL1B|IL2|IL6|TNF,15.40,5
quercetin 3-O-glucuronide,C443401,,COVID-19,MESH:D000086382,,AGT|IL1B|IL6|TNF,15.40,6
propamocarb,C033205,24579-73-5,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,15.39,5
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.38,5
2-chloro-4'-methoxychalcone,C570406,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
"3,5-dicaffeoylquinic acid",C100434,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
"4,5-dicaffeoyl quinic acid",C480201,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
hydroxyethyl methacrylate,C005044,868-77-9,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.38,5
Klebsiella O3 lipopolysaccharide,C043237,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
Phospholipase A2 Inhibitors,D064801,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
pinitol,C021730,484-68-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
prunetin,C083295,552-59-0,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
trelagliptin,C000595449,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.38,5
glyphosate,C010974,1071-83-6,COVID-19,MESH:D000086382,,ACE2|AGT|ATP11A|BCL11A|BSG|CCL2|CD209|CXCL10|CXCL8|F8|FUT2|IFNAR2|IL10|IL1B|IL6|TNF,15.36,24
Saponins,D012503,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2|IL6|TNF,15.33,5
calphostin C,C058819,121263-19-2,COVID-19,MESH:D000086382,,AGT|CCL2|IL6|TNF,15.32,6
Chalcones,D047188,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|TNF,15.30,5
pyrvinium,C024631,7187-62-4,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|TNF,15.30,3
Triglycerides,D014280,,COVID-19,MESH:D000086382,,AGT|CSF3|IL1B|IL6|TNF,15.30,6
"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,COVID-19,MESH:D000086382,,CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|ICAM5|IL10|IL1B|IL2|IL6|OAS1|SELE|TNF|UGCG,15.29,8
dieckol,C503840,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.29,5
Quinapril,D000077583,82586-55-8,COVID-19,MESH:D000086382,,AGT|CXCL10|CXCL8|IL6,15.26,6
Magnesium Hydroxide,D008276,1309-42-8,COVID-19,MESH:D000086382,,CXCL10|IL1B|IL2,15.24,2
Amphotericin B,D000666,1397-89-3,COVID-19,MESH:D000086382,,CCR2|CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF,15.21,9
hesperetin,C013015,520-33-2,COVID-19,MESH:D000086382,,CCL2|CSF3|IL1B|IL6|TNF,15.20,5
Leukotriene C4,D017997,72025-60-6,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,15.20,5
Roxithromycin,D015575,80214-83-1,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.20,5
diphenylcarboxylate,C062963,93-99-2,COVID-19,MESH:D000086382,,CXCL8|IL2|IL6,15.18,5
Diketopiperazines,D054659,,COVID-19,MESH:D000086382,,IL6|SELE|TNF,15.17,6
adenosine 5'-O-(3-thiotriphosphate),C022571,35094-46-3,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B,15.15,3
labdanolic acid methyl ester,C570295,,COVID-19,MESH:D000086382,,CXCL10|IL6|TNF,15.14,5
triptolide,C001899,38748-32-2,COVID-19,MESH:D000086382,,ATP11A|CCL2|CCR2|CRP|CXCL8|IL10|IL1B|IL6|TMPRSS2|TNF|TYK2,15.14,10
Stigmasterol,D013265,83-48-7,COVID-19,MESH:D000086382,,CXCL8|IL10|IL6|TNF,15.13,5
chromic chloride,C022990,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|TNF,15.12,5
Tetradecanoylphorbol Acetate,D013755,16561-29-8,COVID-19,MESH:D000086382,,AGT|BCL11A|BSG|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IFNAR2|IL10|IL1B|IL2|IL2RA|IL6|MUC1|SELE|TMEM106B|TNF|UGCG,15.12,12
Bilirubin,D001663,635-65-4,COVID-19,MESH:D000086382,,AGT|CXCL10|CXCL8|IL1B|IL6|TNF,15.11,6
MJN110,C587715,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6,15.10,5
poncirin,C119641,,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,15.08,5
Hesperidin,D006569,520-26-3,COVID-19,MESH:D000086382,,CCL3|CXCL8|IL1B|IL6|TNF,15.07,5
honokiol,C005499,35354-74-6,COVID-19,MESH:D000086382,,CCL2|CCL3|IL1B|IL6|TNF,15.07,5
Melitten,D008555,20449-79-0,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|SELE|TNF,15.07,6
Polysaccharides,D011134,,COVID-19,MESH:D000086382,,IL10|IL1B|IL2|IL6|TNF,15.07,5
Lithium Chloride,D018021,7447-41-8,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TMPRSS2|TNF|UGCG,15.06,9
adriamycinol,C010013,141434-67-5,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
alkannin,C018204,23444-65-7,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
Betalains,D050858,37279-84-8,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
CNB 001,C529348,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
SB 206553,C094868,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
tributylhexadecylphosphonium bromide,C575594,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,15.05,5
catechol,C034221,120-80-9,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL10|TNF,15.04,2
diallyl trisulfide,C042577,2050-87-5,COVID-19,MESH:D000086382,,CCL2|CSF3|CXCL8|IL10|IL1B|IL6|TNF|UGCG,15.04,6
Nicorandil,D020108,65141-46-0,COVID-19,MESH:D000086382,,AGT|IL1B|IL6|TNF,15.03,6
GW 506033X,C000617853,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,15.02,5
Terbutaline,D013726,23031-25-6,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|TNF,15.02,5
Resveratrol,D000077185,,COVID-19,MESH:D000086382,,AGT|BSG|BTK|CCL2|CCL3|CCR2|CD209|CRP|CSF3|CXCL10|CXCL8|F8|HCK|IFNAR2|IL10|IL1B|IL2|IL2RA|IL6|LZTFL1|MUC1|PLSCR1|SELE|TMPRSS2|TNF|UGCG,15.01,17
Benzbromarone,D001553,3562-84-3,COVID-19,MESH:D000086382,,ACE2|AGT|CRP|IL1B|IL6|TMPRSS2|TNF,14.97,22
Methylprednisolone,D008775,83-43-2,COVID-19,MESH:D000086382,,CXCL8|F8|IL10|IL1B|IL6|OAS1|TNF,14.97,7
syringic acid,C001945,530-57-4,COVID-19,MESH:D000086382,,IL10|IL2|IL6|TNF,14.97,5
cannabigerol,C037036,25654-31-3,COVID-19,MESH:D000086382,,CCL3|IL1B|IL6|TNF,14.96,5
Genistein,D019833,446-72-0,COVID-19,MESH:D000086382,,AGT|BSG|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|F8|FUT2|IL10|IL10RB|IL1B|IL2|IL6|MUC1|TMPRSS2|TMPRSS4|TNF,14.96,11
paeonol,C013638,552-41-0,COVID-19,MESH:D000086382,,IL1B|IL2|IL6|TNF,14.95,5
tangeretin,C059006,481-53-8,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,14.94,5
fusarenon-X,C002469,23255-69-8,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,14.93,5
"Linoleic Acids, Conjugated",D044243,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,14.93,5
stattic,C517409,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,14.93,5
Ketoconazole,D007654,65277-42-1,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TMEM106B|TMPRSS2|TNF,14.92,23
Picibanil,D010844,39325-01-4,COVID-19,MESH:D000086382,,CCL3|IL10|TNF,14.90,2
Butylated Hydroxytoluene,D002084,128-37-0,COVID-19,MESH:D000086382,,AGT|CCL2|HCK|IL10|IL2|TNF,14.89,4
seryl-leucyl-isoleucyl-glycyl--arginyl-leucinamide,C112356,,COVID-19,MESH:D000086382,,IL10|IL2|TNF,14.89,2
16-(4-fluorophenoxy)lipoxin A4,C447621,,COVID-19,MESH:D000086382,,IL1B|SELE|TNF,14.88,3
Gold Sodium Thiomalate,D006052,12244-57-4,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|OAS1,14.88,6
tetrachloroplatinate,C036919,13965-91-8,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2,14.88,3
pomalidomide,C467566,,COVID-19,MESH:D000086382,,CCL2|CSF3|IL10|IL2,14.87,2
Mangifera indica extract,C501277,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,14.85,5
Pertussis Toxin,D037342,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL6|TNF,14.85,5
dulaglutide,C555680,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6,14.84,5
saponin QA-21V1,C078785,,COVID-19,MESH:D000086382,,IL2|IL6|TNF,14.83,5
Sulfapyridine,D013427,144-83-2,COVID-19,MESH:D000086382,,CCL2|CXCL8|TNF,14.82,2
Dihematoporphyrin Ether,D017323,97067-70-4,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,14.81,3
N-(4-O-glycerol-3-methoxybenzyl)nonivamide,C080418,147465-43-8,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,14.81,3
Iron,D007501,7439-89-6,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|PLSCR1|SELE|TNF,14.80,6
3-(1-azepanylsulfonyl)-N-(3-bromphenyl)benzamide,C000603971,,COVID-19,MESH:D000086382,,CCL2|IL1B|TNF,14.79,2
4-hydroxyisoleucine,C104672,,COVID-19,MESH:D000086382,,CCL2|IL10|IL6|TNF,14.79,5
Fullerenes,D037741,,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL6,14.79,5
ONO 1301,C105488,176391-41-6,COVID-19,MESH:D000086382,,CCL2|IL1B|TNF,14.79,2
Organothiophosphates,D063086,,COVID-19,MESH:D000086382,,IL10|IL2|IL2RA,14.79,3
saroglitazar,C000588741,,COVID-19,MESH:D000086382,,CCL2|IL1B|TNF,14.79,2
Carbocysteine,D002233,2387-59-9,COVID-19,MESH:D000086382,,CXCL8|IL1B|TNF,14.78,3
Cetylpyridinium,D002594,7773-52-6,COVID-19,MESH:D000086382,,CXCL8|IL1B|TNF,14.78,3
Calcitriol,D002117,32222-06-3,COVID-19,MESH:D000086382,,CCL2|CCL3|CRP|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|MUC1|OAS1|TMEM106B|TMPRSS2|TNF,14.77,12
Cortisone,D003348,53-06-5,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,14.77,5
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
3-(3-pyridinyl)-1-(4-pyridinyl)-2-propen-1-one,C527590,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
alpha-chaconine,C011860,20562-03-2,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
"beta-1,3-glucan",C033363,9051-97-2,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
cyanidin-3-O-beta-glucopyranoside,C462279,,COVID-19,MESH:D000086382,,AGT|IL6|SELE|TNF,14.75,7
flavokawain A,C500809,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
"glutamyl-(2-(((3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-yl)oxy)carbonyl)-3-((2-(1H-indol-3-yl)ethyl)amino)-3-oxopropyl)-cysteinyl-glycine sodium salt",C475739,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
hydrocortisone hemisuccinate,C007133,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
Methylmalonic Acid,D008764,516-05-2,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
miglitol,C045621,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
MK615 extract,C517469,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
sangre de grado,C436447,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
soyasaponin I,C056684,51330-27-9,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
stachydrine,C003342,471-87-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.75,5
Dextran Sulfate,D016264,9042-14-2,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CCR2|CSF3|CXCL10|CXCL8|IFNAR2|IL10|IL1B|IL2|IL6|TNF,14.74,7
brevianamide A,C006794,23402-09-7,COVID-19,MESH:D000086382,,CCL2|CCR2|IL10RB|TNF,14.73,3
corilagin,C049096,23094-69-1,COVID-19,MESH:D000086382,,BSG|IL1B|IL6|TNF,14.73,6
Rimonabant,D000077285,158681-13-1,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|IL10|IL1B|IL6|TNF,14.71,5
Sodium Benzoate,D020160,532-32-1,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,14.70,5
Andrographis paniculata extract,C000713167,,COVID-19,MESH:D000086382,,CCL2|CXCL10|IL1B|IL6|TMPRSS2|TNF,14.68,8
Docosahexaenoic Acids,D004281,25167-62-8,COVID-19,MESH:D000086382,,CCL2|CRP|IL1B|IL2|IL6|TNF,14.68,5
22-hydroxycholesterol,C003585,17711-16-9,COVID-19,MESH:D000086382,,CCL2|CXCL8|SELE|TNF,14.67,3
Dequalinium,D003868,6707-58-0,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8,14.67,2
Methionine Sulfoximine,D008717,1982-67-8,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8,14.67,2
cobaltous chloride,C018021,7646-79-9,COVID-19,MESH:D000086382,,ACE2|AGT|BCL11A|BSG|CCL2|CRP|CXCL10|CXCL8|HCK|IFNAR2|IL10|IL10RB|IL1B|IL2|IL6|LZTFL1|OAS1|PLSCR1|TNF|TYK2,14.66,28
Galactosamine,D005688,7535-00-4,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL6|TNF,14.66,5
rottlerin,C085746,82-08-6,COVID-19,MESH:D000086382,,AGT|CXCL8|IL2|IL6|PLSCR1,14.66,7
Carvedilol,D000077261,72956-09-3,COVID-19,MESH:D000086382,,AGT|CRP|IL10|IL1B|IL6|TNF,14.63,6
tetradecylselenoacetic acid,C410666,,COVID-19,MESH:D000086382,,IL10|IL2|TNF,14.62,2
8-Hydroxy-2-(di-n-propylamino)tetralin,D017371,78950-78-4,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,14.61,5
Cytochalasin D,D015638,22144-77-0,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,14.61,5
malvidin-3-glucoside,C458419,7228-78-6,COVID-19,MESH:D000086382,,IL6|SELE|TNF,14.61,6
SC 560,C115461,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,14.61,5
Cotinine,D003367,486-56-6,COVID-19,MESH:D000086382,,BSG|IL1B|IL6|TNF,14.58,6
4-methylhistamine,C025566,36507-31-0,COVID-19,MESH:D000086382,,CCL2|IL10|TNF,14.57,2
apelin-13 peptide,C495199,,COVID-19,MESH:D000086382,,AGT|IL6|TNF,14.56,6
ligustilide,C027820,4431-01-0,COVID-19,MESH:D000086382,,CCL3|IL1B|IL6|TNF,14.56,5
flavone,C043562,525-82-6,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL6,14.55,5
"3',4'-dihydroxyflavone",C028288,4143-64-0,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6,14.54,5
beta-patchoulene,C000614835,,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,14.54,3
bromotriethylstannane,C026405,2767-54-6,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,14.54,3
Gliclazide,D005907,21187-98-4,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,14.54,5
propionic acid,C029658,79-09-4,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,14.54,5
Dextromethorphan,D003915,125-71-3,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL6|TNF,14.51,5
salvianolic acid B,C076944,115939-25-8,COVID-19,MESH:D000086382,,CRP|IL1B|IL6|TNF,14.49,5
BAY 60-6583,C518875,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
beta-amyrin,C036380,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
EVP 4593,C562064,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
isovitexin,C049772,38953-85-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
juzentaihoto,C063587,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
lixisenatide,C479460,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
RU24858,C000589029,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
Staphylococcal Protein A,D013205,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
undecan-2-one,C526928,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,14.48,5
anethole,C006578,104-46-1,COVID-19,MESH:D000086382,,IL1B|IL2|IL6|TNF,14.47,5
epostane,C046855,80471-63-2,COVID-19,MESH:D000086382,,CCL2|CCR2|CXCL8,14.47,3
"4-amino-5-(4-methylphenyl)-7-(tert-butyl)pyrazolo(3,4-d)pyrimidine",C108123,,COVID-19,MESH:D000086382,,AGT|HCK|IL1B|TNF,14.46,4
o-Phthalaldehyde,D009764,643-79-8,COVID-19,MESH:D000086382,,IL10|IL1B|IL2RA|TNF,14.45,4
Dapsone,D003622,80-08-0,COVID-19,MESH:D000086382,,CCL3|CXCL8|IL1B|IL2|TMPRSS2,14.43,6
alexidine,C001570,22573-93-9,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8,14.42,2
Erianin,C477638,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2|IL6|TNF,14.40,5
ONO-8430506,C000592118,,COVID-19,MESH:D000086382,,CCL2|CSF3|TNF,14.40,1
"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,COVID-19,MESH:D000086382,,CCL2|CCL3|CSF3|CXCL10|IL10|IL1B|IL2|IL6|MUC1|TNF|UGCG,14.39,7
imidazolidinyl urea,C006048,39236-46-9,COVID-19,MESH:D000086382,,CXCL8|IL2|IL6,14.37,5
2-anthramine,C006593,613-13-8,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2|IL7,14.34,3
Carbonyl Cyanide m-Chlorophenyl Hydrazone,D002258,555-60-2,COVID-19,MESH:D000086382,,AGT|IL1B|IL6|TNF,14.33,6
Metyrapone,D008797,54-36-4,COVID-19,MESH:D000086382,,CCL2|IL10|IL6|TNF,14.33,5
BRL 44408,C072125,,COVID-19,MESH:D000086382,,IL1B|IL2|TNF,14.32,2
ciji-hua'ai-baosheng,C000628468,,COVID-19,MESH:D000086382,,IL2|IL6|TNF,14.32,5
allyl alcohol,C006463,107-18-6,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,14.31,5
Glucocorticoids,D005938,,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL2|TNF,14.30,3
dan-shen root extract,C028972,,COVID-19,MESH:D000086382,,CCL2|CXCL10|IL1B|IL6|TMPRSS2|TNF,14.29,8
Galactose,D005690,26566-61-0,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|TNF,14.29,5
Hexachlorobenzene,D006581,118-74-1,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL2|IL2RA|IL6,14.29,5
patchouli alcohol,C052983,5986-55-0,COVID-19,MESH:D000086382,,IL10|IL6|TNF,14.29,5
Chondroitin Sulfates,D002809,9007-28-7,COVID-19,MESH:D000086382,,CCL2|CXCL10|IL1B|TNF,14.28,2
rucaparib,C531549,,COVID-19,MESH:D000086382,,CCL2|IL6|TNF,14.28,5
"9,10-dihydro-2,5-dimethoxyphenanthrene-1,7-diol",C550091,,COVID-19,MESH:D000086382,,CXCL8|IL1B|TNF,14.27,3
Menthol,D008610,1490-04-6,COVID-19,MESH:D000086382,,CRP|CXCL8|IL1B|IL2|IL6|PLSCR1|TNF,14.27,6
