Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
CDYL,9425,COVID-19,MESH:D000086382,,Choline|Zinc,5.68,3
PRDX1,5052,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Zinc,5.68,5
SOCS3,9021,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Zinc,5.68,4
USPL1,10208,COVID-19,MESH:D000086382,,Choline|Zinc,5.68,3
APAF1,317,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin,5.67,5
ATG4B,23192,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.67,3
IPO4,79711,COVID-19,MESH:D000086382,,Ivermectin|perfluorobutyric acid,5.67,3
LAPTM5,7805,COVID-19,MESH:D000086382,,Emodin|Zinc Sulfate,5.67,2
RPL34,6164,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.67,3
SERINC1,57515,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.67,3
BAG6,7917,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
BHLHE41,79365,COVID-19,MESH:D000086382,,cannabidiolic acid|Choline,5.66,2
BMS1,9790,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
CDH2,1000,COVID-19,MESH:D000086382,,Azithromycin|Chloroquine|Sirolimus,5.66,7
CFTR,1080,COVID-19,MESH:D000086382,,Choline|Nifedipine|Zinc,5.66,4
CLN6,54982,COVID-19,MESH:D000086382,,Choline|Zinc,5.66,3
DOCK6,57572,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
EIF3M,10480,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
ILF2,3608,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.66,4
KCTD5,54442,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.66,4
KRTCAP2,200185,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
MANSC1,54682,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
MN1,4330,COVID-19,MESH:D000086382,,Dactinomycin|Zinc,5.66,3
NAE1,8883,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
NLRX1,79671,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
PAK4,10298,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
PGAM5,192111,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.66,3
PPP1R18,170954,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.66,4
RFX4,5992,COVID-19,MESH:D000086382,,Choline|Zinc,5.66,3
DYNC1LI2,1783,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.65,3
IGHM,3507,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.65,3
KCNJ5,3762,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.65,3
PRCP,5547,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.65,3
RNH1,6050,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.65,3
AQP5,362,COVID-19,MESH:D000086382,,Chloroquine|Choline,5.64,6
CES2C,234671,COVID-19,MESH:D000086382,,Choline|Zinc,5.64,3
ESYT2,57488,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.64,4
GRIK3,2899,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
MRPL18,29074,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.64,4
PATL1,219988,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
PRKAG1,5571,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
RIN1,9610,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
RRM2,6241,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,5.64,5
SLC30A7,148867,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.64,4
TOR1AIP1,26092,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
XPO7,23039,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.64,3
AP2B1,163,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.63,3
AKR1C3,8644,COVID-19,MESH:D000086382,,Emodin|Ivermectin|Zinc,5.62,5
CCNY,219771,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
CYFIP1,23191,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
DKK2,27123,COVID-19,MESH:D000086382,,Choline|Zinc,5.62,3
GFM1,85476,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
GLTP,51228,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
HTRA3,94031,COVID-19,MESH:D000086382,,Choline|Mercaptopurine,5.62,2
ISCA1,81689,COVID-19,MESH:D000086382,,Choline|Zinc,5.62,3
NEUROD1,4760,COVID-19,MESH:D000086382,,Sirolimus|Zinc,5.62,3
P3H3,10536,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
RAB3A,5864,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.62,4
RSF1,51773,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
RTKN,6242,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
SAMM50,25813,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
SETX,23064,COVID-19,MESH:D000086382,,Choline|Zinc,5.62,3
TWF2,11344,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.62,3
CIITA,4261,COVID-19,MESH:D000086382,,Ritonavir|Zinc,5.61,4
LCN2,3934,COVID-19,MESH:D000086382,,Chloroquine|Choline|Sirolimus,5.61,7
SNRNP70,6625,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.61,3
TGFB2,7042,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Zinc,5.61,4
BPNT2,54928,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.60,3
COPG1,22820,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.60,4
DYNLL2,140735,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.60,3
EXOSC4,54512,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.60,4
FNTA,2339,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.60,4
FUCA2,2519,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.60,3
HERC4,26091,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.60,4
HPGDS,27306,COVID-19,MESH:D000086382,,Choline|Mercaptopurine,5.60,2
IMPDH1,3614,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.60,3
MRPL38,64978,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.60,3
POU2F1,5451,COVID-19,MESH:D000086382,,Acetazolamide|Ivermectin,5.60,3
AFDN,4301,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.59,3
RPL19,6143,COVID-19,MESH:D000086382,,Ivermectin|Melatonin,5.59,4
SORCS2,57537,COVID-19,MESH:D000086382,,Choline|Mercaptopurine,5.59,2
SPG7,6687,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.59,3
ALG2,85365,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.58,4
GFUS,7264,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.58,3
IPO9,55705,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.58,3
NGF,4803,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Nifedipine,5.58,3
PIMREG,54478,COVID-19,MESH:D000086382,,Mercaptopurine|Zinc,5.58,3
POLE3,54107,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.58,3
SH3GL2,6456,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.58,3
SNRPE,6635,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.58,4
UPF2,26019,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.58,4
GALM,130589,COVID-19,MESH:D000086382,,Choline|Dactinomycin,5.57,2
GALNT7,51809,COVID-19,MESH:D000086382,,Choline|Zinc,5.57,3
HEPH,9843,COVID-19,MESH:D000086382,,Mercaptopurine|Zinc,5.57,3
HILPDA,29923,COVID-19,MESH:D000086382,,chloroquine diphosphate|Zinc Sulfate,5.57,6
ITPR2,3709,COVID-19,MESH:D000086382,,Acetazolamide|Losartan,5.57,2
NAB1,4664,COVID-19,MESH:D000086382,,Choline|Zinc,5.57,3
NARF,26502,COVID-19,MESH:D000086382,,Choline|Zinc,5.57,3
TCEAL9,51186,COVID-19,MESH:D000086382,,Choline|Zinc,5.57,3
CHD1L,9557,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
CMTM6,54918,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
CRKL,1399,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
ERGIC1,57222,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
EVI2A,2123,COVID-19,MESH:D000086382,,Choline|Sirolimus,5.56,2
FOSL1,8061,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Zinc,5.56,4
LARP1,23367,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.56,3
MPP2,4355,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
MUC3,687030,COVID-19,MESH:D000086382,,Active Hexose Correlated Compound,5.56,1
NFASC,23114,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
PDLIM3,27295,COVID-19,MESH:D000086382,,Choline|Losartan,5.56,2
SART1,9092,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
SEC13,6396,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.56,4
SPR,6697,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
TSLP,85480,COVID-19,MESH:D000086382,,Melatonin|perfluorobutyric acid,5.56,3
UBA2,10054,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
VPS29,51699,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.56,3
ABCC8,6833,COVID-19,MESH:D000086382,,Mercaptopurine|Sirolimus,5.55,1
ACTG2,72,COVID-19,MESH:D000086382,,Losartan|Mercaptopurine,5.55,2
CKLF,51192,COVID-19,MESH:D000086382,,Choline|Zinc,5.55,3
GPR137B,7107,COVID-19,MESH:D000086382,,Choline|Dactinomycin,5.55,2
GZMB,3002,COVID-19,MESH:D000086382,,Mercaptopurine|Sirolimus,5.55,1
MAP4K1,11184,COVID-19,MESH:D000086382,,Choline|Zinc,5.55,3
NAA15,80155,COVID-19,MESH:D000086382,,Acetazolamide|Ivermectin,5.55,3
PLCB3,5331,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.55,3
SEPTIN11,55752,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.55,3
SMURF2,64750,COVID-19,MESH:D000086382,,Choline|Zinc,5.55,3
SNRK,54861,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.55,3
FKBP1B,2281,COVID-19,MESH:D000086382,,Choline|Sirolimus,5.54,2
GABRP,2568,COVID-19,MESH:D000086382,,Choline|Zinc,5.54,3
KCNQ2,3785,COVID-19,MESH:D000086382,,Choline|Mercaptopurine,5.54,2
PTHLH,5744,COVID-19,MESH:D000086382,,Betulinic Acid|Losartan,5.54,2
RBL1,5933,COVID-19,MESH:D000086382,,Ritonavir|Sirolimus,5.54,3
SHANK3,85358,COVID-19,MESH:D000086382,,Sirolimus|Zinc,5.54,3
SLC2A4,6517,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin,5.54,9
SMYD2,56950,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.54,4
UBR2,23304,COVID-19,MESH:D000086382,,Choline|Zinc,5.54,3
ADAM9,8754,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.53,3
CAMK1,8536,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
CIAPIN1,57019,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
DCAF11,80344,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
FAR1,84188,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
GALNT12,79695,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
HJURP,55355,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.53,3
IGSF1,3547,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
SUMF1,285362,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
TBC1D5,9779,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
TBCB,1155,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
TMEM33,55161,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
TUSC3,7991,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
ZFYVE16,9765,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.53,3
ARIH1,25820,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.52,4
BEX2,84707,COVID-19,MESH:D000086382,,Choline|Zinc,5.52,3
CYP3A7,1551,COVID-19,MESH:D000086382,,Dactinomycin|Ritonavir,5.52,3
DAGLB,221955,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.52,4
DPYSL4,10570,COVID-19,MESH:D000086382,,Choline|Dactinomycin,5.52,2
GCNT2,2651,COVID-19,MESH:D000086382,,Emodin|Zinc,5.52,3
H2AZ2,94239,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.52,3
NLRP12,91662,COVID-19,MESH:D000086382,,Choline|Zinc,5.52,3
NMNAT1,64802,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.52,4
RGS17,26575,COVID-19,MESH:D000086382,,Choline|Zinc,5.52,3
RPS6KA2,6196,COVID-19,MESH:D000086382,,Sirolimus|Zinc Sulfate,5.52,2
SLC39A4,55630,COVID-19,MESH:D000086382,,Dactinomycin|Zinc,5.52,3
TRAM2,9697,COVID-19,MESH:D000086382,,Choline|Zinc,5.52,3
TRIM25,7706,COVID-19,MESH:D000086382,,Acetazolamide|Ivermectin,5.52,3
EI24,9538,COVID-19,MESH:D000086382,,Emodin|Ivermectin,5.51,3
ESYT1,23344,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.51,3
JAK1,3716,COVID-19,MESH:D000086382,,baricitinib|Emodin,5.51,3
PDCD5,9141,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.51,3
PTRH1,138428,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.51,3
SLC10A2,6555,COVID-19,MESH:D000086382,,chloroquine diphosphate|Choline,5.51,6
SRR,63826,COVID-19,MESH:D000086382,,Choline|Sirolimus,5.51,2
TIAL1,7073,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.51,3
WDFY1,57590,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.51,3
CD22,933,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.50,3
CDKAL1,54901,COVID-19,MESH:D000086382,,Choline|Zinc,5.50,3
CHGB,1114,COVID-19,MESH:D000086382,,Choline|Zinc Sulfate,5.50,2
DDX18,8886,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
FBXO3,26273,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
GCA,25801,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
PABPN1,8106,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.50,3
RBM39,9584,COVID-19,MESH:D000086382,,Acetazolamide|Zinc,5.50,3
SEPTIN8,23176,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.50,3
SPCS2,9789,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
STT3A,3703,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
TUBB4A,10382,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.50,3
VPS37B,79720,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.50,4
ANKHD1,54882,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
CUL1,8454,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
FXN,2395,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.49,3
IGFBP3,3486,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus|Zinc,5.49,5
ITIH5,80760,COVID-19,MESH:D000086382,,Choline|Zinc Sulfate,5.49,2
LY86,9450,COVID-19,MESH:D000086382,,Choline|Zinc Sulfate,5.49,2
MRPL17,63875,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
NHSL1,57224,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
PGLS,25796,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
PTX,100127855,COVID-19,MESH:D000086382,,perfluorobutyric acid,5.49,1
SMOC2,64094,COVID-19,MESH:D000086382,,Choline|Mercaptopurine,5.49,2
SURF1,6834,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
TRIM27,5987,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
TRMT1,55621,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
UBE2S,27338,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.49,3
CLU,1191,COVID-19,MESH:D000086382,,Chloroquine|Nifedipine|Zinc,5.48,8
COX6B1,1340,COVID-19,MESH:D000086382,,Ivermectin|Melatonin,5.48,4
EEA1,8411,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin,5.48,7
SDC2,6383,COVID-19,MESH:D000086382,,Losartan|perfluorobutyric acid,5.48,2
SLC23A2,9962,COVID-19,MESH:D000086382,,Nifedipine|Zinc,5.48,3
ABHD12,26090,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
DCTD,1635,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
DDIT4,54541,COVID-19,MESH:D000086382,,Choline|Zinc|Zinc Sulfate,5.47,4
DNMT1,1786,COVID-19,MESH:D000086382,,Choline|Ivermectin|Sirolimus,5.47,4
GOLM1,51280,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
GOLT1B,51026,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
HINT3,135114,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
MICALL1,85377,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
PRKCG,5582,COVID-19,MESH:D000086382,,Sirolimus|Zinc,5.47,3
RNF213,57674,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.47,3
SEPHS1,22929,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
SNX9,51429,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.47,3
CEL,1056,COVID-19,MESH:D000086382,,Dactinomycin|Zinc,5.46,3
ELOVL3,83401,COVID-19,MESH:D000086382,,Choline|Dactinomycin,5.46,2
EWSR1,2130,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.46,3
GLRA1,2741,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.46,4
GTPBP4,23560,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.46,3
INPP1,3628,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.46,4
PDP2,57546,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.46,3
SHISA2,387914,COVID-19,MESH:D000086382,,Choline|Sirolimus,5.46,2
SLC9A3,6550,COVID-19,MESH:D000086382,,Choline|Zinc,5.46,3
YRDC,79693,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.46,4
ACBD5,91452,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
ARMCX3,51566,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
BCAM,4059,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
DDAH2,23564,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.45,3
KLC1,3831,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
NXN,64359,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
PITPNM1,9600,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
RSAD2,91543,COVID-19,MESH:D000086382,,chloroquine diphosphate|Hydroxychloroquine,5.45,10
SRPK1,6732,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
TRIP12,9320,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
WNT7B,7477,COVID-19,MESH:D000086382,,Choline|Zinc Sulfate,5.45,2
XRN2,22803,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.45,3
CDC42BPB,9578,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.44,4
CSF2RA,1438,COVID-19,MESH:D000086382,,Choline|Zinc,5.44,3
EMP3,2014,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.44,3
HEN1,36301,COVID-19,MESH:D000086382,,Sirolimus,5.44,1
IL10RA,3587,COVID-19,MESH:D000086382,,Choline|Hydroxychloroquine,5.44,6
MIR193A-1,100033684,COVID-19,MESH:D000086382,,Sirolimus,5.44,1
P2RY6,5031,COVID-19,MESH:D000086382,,Choline|Zinc,5.44,3
RPL7P26,728380,COVID-19,MESH:D000086382,,Sirolimus,5.44,1
RPTOR,57521,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.44,3
S100A13,6284,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.44,4
TSC22D2,9819,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.44,4
ANTXR1,84168,COVID-19,MESH:D000086382,,chloroquine diphosphate|Choline,5.43,6
CCT4,10575,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.43,3
CSDE1,7812,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
ECHDC1,55862,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
IL17RB,55540,COVID-19,MESH:D000086382,,Choline|Sirolimus,5.43,2
ISOC1,51015,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
MLLT11,10962,COVID-19,MESH:D000086382,,Dactinomycin|Zinc,5.43,3
PDHX,8050,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
RPS4X,6191,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
THRAP3,9967,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
TNK2,10188,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.43,3
ABHD11,83451,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
BAG1,573,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.42,3
CSTF3,1479,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
DHTKD1,55526,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
FPGS,2356,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
GANAB,23193,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
GNB2,2783,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
HKDC1,80201,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
JARID2,3720,COVID-19,MESH:D000086382,,Choline|Zinc,5.42,3
LACTB,114294,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
NPM3,10360,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
NUDC,10726,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
PCYT1A,5130,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
PRPF8,10594,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.42,3
PURA,5813,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
RPIA,22934,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
RPL37A,6168,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
TMBIM1,64114,COVID-19,MESH:D000086382,,Ivermectin|Sirolimus,5.42,3
ZRANB2,9406,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.42,4
CYP2S1,29785,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin,5.41,3
GBP1,2633,COVID-19,MESH:D000086382,,chloroquine diphosphate|Ivermectin,5.41,7
MTARC1,64757,COVID-19,MESH:D000086382,,N(4)-hydroxycytidine,5.41,1
RBPJ,3516,COVID-19,MESH:D000086382,,Chloroquine|Zinc,5.41,7
B3GNT2,10678,COVID-19,MESH:D000086382,,Choline|Zinc,5.40,3
CDS2,8760,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
CHSY1,22856,COVID-19,MESH:D000086382,,Choline|Zinc,5.40,3
CYP2D22,56448,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
GMPPB,29925,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.40,4
LLGL2,3993,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
MRAS,22808,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,5.40,3
NF2,4771,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.40,4
NIP7,51388,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
ODC1,4953,COVID-19,MESH:D000086382,,Active Hexose Correlated Compound|Choline|Ivermectin,5.40,4
PITPNA,5306,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
PMM2,5373,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
PTGFRN,5738,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
REL,5966,COVID-19,MESH:D000086382,,Dactinomycin|Ritonavir,5.40,3
RIPK4,54101,COVID-19,MESH:D000086382,,Choline|Zinc,5.40,3
SRPK2,6733,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.40,4
SSRP1,6749,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
TCERG1,10915,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
TNKS1BP1,85456,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.40,3
TXNDC5,81567,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.40,4
BNIP3L,665,COVID-19,MESH:D000086382,,Melatonin|Tenofovir,5.39,3
CAMTA1,23261,COVID-19,MESH:D000086382,,Choline|Zinc,5.39,3
CAPN6,827,COVID-19,MESH:D000086382,,Choline|Zinc,5.39,3
MCPT1L2,408238,COVID-19,MESH:D000086382,,Mercaptopurine,5.39,1
NCOA4,8031,COVID-19,MESH:D000086382,,Chloroquine|Choline,5.39,6
RASGRP1,10125,COVID-19,MESH:D000086382,,Hydroxychloroquine|Zinc,5.39,7
BCL2L13,23786,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.38,4
CD34,947,COVID-19,MESH:D000086382,,Chloroquine|Choline,5.38,6
DDB1,1642,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
EML1,2009,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
HCFC1,3054,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
MAP7D1,55700,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
MRPL12,6182,COVID-19,MESH:D000086382,,Ivermectin|Zinc Sulfate,5.38,3
MXRA7,439921,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
PPP2R5E,5529,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
SAR1A,56681,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
SLTM,79811,COVID-19,MESH:D000086382,,Choline|Ivermectin,5.38,3
SMARCE1,6605,COVID-19,MESH:D000086382,,Ivermectin|Zinc,5.38,4
